Type,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_fire,Type_death,Impunity_for_murder,Taken_captive,Threatened,Tortured
Motive Confirmed,19-Mar-10,Clodomiro Castilla Ospino,Male,Colombia,El Pulso del Tiempo,Colombian,Print,Editor,"Corruption, Crime, Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,14-Mar-10,Nahúm Palacios Arteaga,Male,Honduras,TV Channel 5,Honduras,Television,Broadcast,"Corruption, Crime, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,11-Mar-10,David Meza Montesinos,Male,Honduras,"Radio El Patio, Radio America, Channel 45",Honduras,Television,Broadcast,"Corruption, Crime, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,1-Mar-10,Joseph Hernández Ochoa,Male,Honduras,TV Channel 51,Honduras,Television,Broadcast,Culture,Yes,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,13-Feb-10,Muhammad al-Rabou'e,Male,Yemen,Al-Qahira,Yemeni,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,10-Jan-10,Rupert Hamer,Male,Afghanistan,Sunday Mirror,British,Print,Print Reporter,War,No,Foreign,Political Group,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,9-Jan-10,Stanislas Ocloo,Male,Angola,Télévision Togolaise,Togo,Television,Broadcast,Sports,Yes,Foreign,Political Group,Dangerous Assignment,,,,"
"
Motive Confirmed,8-Jan-10,Valentín Valdés Espinosa,Male,Mexico,Zócalo de Saltillo,Mexico,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,30-Dec-09,Michelle Lang,Female,Afghanistan,Calgary Herald and Canwest News Service,Canada,Print,Print Reporter,War,No,Foreign,Political Group,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,22-Dec-09,Gennady Pavlyuk (Ibragim Rustambek),Male,Kazakhstan,Bely Parokhod,Russia,Print,Editor,Corruption,No,Foreign,Government Officials,Murder,Partial,No,No,"No
"
Motive Confirmed,19-Dec-09,Cihan Hayırsevener,Male,Turkey,Güney Marmara’da Yaşam,Turkey,Print,Editor,Corruption,No,Local,Criminal Group,Murder,Partial,No,Yes,"No
"
Motive Confirmed,3-Dec-09,Abdulkhafar Abdulkadir,Male,Somalia,freelance,Somalia,Print,Photographer,"Culture, War",Yes,Local,Political Group,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,3-Dec-09,Mohamed Amin,Male,Somalia,Radio Shabelle,Somalia,Radio,Broadcast,"Culture, War",No,Local,Political Group,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,3-Dec-09,Hassan Zubeyr,Male,Somalia,Al-Arabiya,Somalia,Television,Camera Operator,"Culture, War",No,Local,Political Group,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,23-Nov-09,Henry Araneta,Male,Philippines,DZRH,Philippine,Radio,Broadcast,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Mark Gilbert Arriola,Male,Philippines,UNTV,Philippine,Television,Camera Operator,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Rubello Bataluna,Male,Philippines,Gold Star Daily,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Arturo Betia,Male,Philippines,Periodico Ini,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Romeo Jimmy Cabillo,Male,Philippines,Midland Review,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Marites Cablitas,Female,Philippines,News Focus and DXDX ,Philippine,Radio,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Hannibal Cachuela,Male,Philippines,Punto News,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Jepon Cadagdagon,Male,Philippines,Saksi News ,Philippines,Print,Photographer,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,John Caniban,Male,Philippines,Periodico Ini,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Lea Dalmacio,Female,Philippines,Socsargen News,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Noel Decina,Male,Philippines,Periodico Ini,Philippine,Print,,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Gina Dela Cruz,Female,Philippines,Saksi News,Philippine,Print,Print Reporter,Politics,Yes,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Jhoy Duhay,Male,Philippines,Gold Star Daily,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Jolito Evardo,Male,Philippines,UNTV,Philippine,Television,Editor,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Santos Gatchalian,Male,Philippines,DXGO,Philippine,Radio,Broadcast,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Bienvenido Legarte Jr.,Male,Philippines,Prontiera News,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Lindo Lupogan,Male,Philippines,Mindanao Daily Gazette,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Ernesto Maravilla,Male,Philippines,Bombo Radyo,Philippine,Radio,Broadcast,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Rey Merisco,Male,Philippines,Periodico Ini,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Reynaldo Momay,Male,Philippines,Midland Review,Philippine,Print,Photographer,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Marife “Neneng” Montaño,Female,Philippines,Saksi News and DXCI ,Philippine,Radio,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Rosell Morales,Male,Philippines,News Focus,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Victor Nuñez,Male,Philippines,UNTV,Philippine,Television,Broadcast,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Ronnie Perante,Male,Philippines,Gold Star Daily,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Joel Parcon,Male,Philippines,Prontiera News,Philippine,Print,Publisher,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Fernando Razon,Male,Philippines,Periodico Ini,Philippine,Print,,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Alejandro Reblando,Male,Philippines,Manila Bulletin,Philippine,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Napoleon Salaysay,Male,Philippines,Mindanao Gazette,Philippine,Print,,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Ian Subang,Male,Philippines,Socsargen Today,Philippine,Print,Publisher,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,23-Nov-09,Andres Teodoro,Male,Philippines,Central Mindanao Inquirer,Philippine,Print,Editor,Politics,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,2-Nov-09,Bladimir Antuna García,Male,Mexico,El Tiempo de Durango,Mexico,Print,Print Reporter,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,Yes,Yes,"No
"
Motive Confirmed,21-Oct-09,Orhan Hijran,Male,Iraq,Al-Rasheed,Iraq,Television,Camera Operator,Culture,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,23-Sep-09,Norberto Miranda Madrid,Male,Mexico,Radio Visión,Mexico,Internet,Internet Reporter,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,20-Sep-09,Bayo Ohu,Male,Nigeria,The Guardian,Nigerian,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,9-Sep-09,Sultan Mohammed Munadi,Male,Afghanistan,The New York Times,Afghanistan,Print,Print Reporter,"Human Rights, War",Yes,Local,Political Group,Dangerous Assignment,,Yes,Yes,"
"
Motive Confirmed,2-Sep-09,Christian Gregorio Poveda Ruiz,Male,El Salvador,freelance,France,,Producer,Crime,Yes,Foreign,Criminal Group,Murder,No,No,Yes,"No
"
Motive Confirmed,24-Aug-09,Janullah Hashimzada,Male,Pakistan,freelance,Afghanistan,Television,Broadcast,"Politics, War",Yes,Foreign,Military Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,17-Aug-09,Novruzali Mamedov,Male,Azerbaijan,Talyshi Sado,Azerbaijan,Print,Editor,Culture,No,Local,Government Officials,Dangerous Assignment,,,,"
"
Motive Confirmed,11-Aug-09,Abdulmalik Akhmedilov,Male,Russia,Hakikat and Sogratl,Russia,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Partial,No,No,"No
"
Motive Confirmed,15-Jul-09,Natalya Estemirova,Female,Russia,"Novaya Gazeta, Kavkazsky Uzel",Russia,Print,Print Reporter,Human Rights,Yes,Local,Government Officials,Murder,Yes,Yes,Yes,"
"
Motive Confirmed,4-Jul-09,Mohamud Mohamed Yusuf,Male,Somalia,Radio IQK,Somalia,Radio,Broadcast,Politics,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,"May 18 or 19, 2009",Shoba,Female,Sri Lanka,O'liveechchu,Sri Lanka,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,9-Jun-09,Crispin Perez,Male,Philippines,DWDO Radio,Philippine,Radio,Columnist,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,8-Jun-09,Mukhtar Mohamed Hirabe,Male,Somalia,Radio Shabelle,Somalia,Radio,Editor,Politics,No,Local,Political Group,Murder,Partial,No,No,"No
"
Motive Confirmed,3-Jun-09,Jojo Trajano,Male,Philippines,Remate ,Philippines,Print,Print Reporter,Crime,No,Local,Criminal Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,31-May-09,Alaa Abdel-Wahab,Male,Iraq,Al-Baghdadia TV,Iraq,Television,Broadcast,Sports,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,26-May-09,Nur Muse Hussein,Male,Somalia,Radio IQK,Somalia,Radio,Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,25-May-09,Eliseo Barrón Hernández,Male,Mexico,La Opinión,Mexico,Print,Photographer,Crime,No,Local,Criminal Group,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,22-May-09,Abdirisak Mohamed Warsame,Male,Somalia,Radio Shabelle,Somalia,Radio,Producer,"Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,29-Apr-09,José Everardo Aguilar,Male,Colombia,Radio Súper and Bolívar Estéreo,Colombian,Radio,Broadcast,Corruption,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"
"
Motive Confirmed,24-Mar-09,Anil Mazumdar,Male,India,Aji,Indian ,Print,Editor,"Business, War",No,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,18-Mar-09,Omidreza Mirsayafi,Male,Iran,Rooznegar,Iran,Internet,Internet Reporter,"Culture, Politics",Yes,Local,Government Officials,Dangerous Assignment,,,,"
"
Motive Confirmed,10-Mar-09,Suhaib Adnan,Male,Iraq,Al-Baghdadia TV,Iraq,Television,Camera Operator,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,10-Mar-09,Haidar Hashim Suhail,Male,Iraq,Al-Baghdadia TV,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,23-Feb-09,Ernie Rollin,Male,Philippines,DXSY Radio,Philippine,Radio,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,18-Feb-09,Musa Khankhel,Male,Pakistan,Geo TV and The News,Pakistan,Television,Print Reporter,"Politics, War",No,Local,Military Officials,Murder,Yes,Yes,No,"Yes
"
Motive Confirmed,12-Feb-09,Puniyamoorthy Sathiyamoorthy,Male,Sri Lanka,freelance,Sri Lanka,Television,Broadcast,"Politics, War",Yes,Local,Government Officials,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,11-Feb-09,Anak Agung Prabangsa,Male,Indonesia,Radar Bali,Indonesian,Print,Print Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,No,Yes,Yes,"Yes
"
Motive Confirmed,7-Feb-09,Ando Ratovonirina,Male,Madagascar,Radio Télévision Analamanga,Madagascar,Television,Camera Operator,Politics,No,Local,Military Officials,Dangerous Assignment,,,,"
"
Motive Confirmed,2-Feb-09,Said Tahlil Ahmed,Male,Somalia,HornAfrik,Somalia,Radio,Publisher,"Human Rights, War",No,Local,Political Group,Murder,Partial,No,Yes,"No
"
Motive Confirmed,19-Jan-09,Anastasiya Baburova,Female,Russia,Novaya Gazeta ,Russian/Ukrainian,Print,Print Reporter,Human Rights,Yes,Local,Political Group,Murder,No,No,No,"No
"
Motive Confirmed,16-Jan-09,Orel Sambrano,Male,Venezuela,ABC de la Semana and Radio América,Venezuela,Radio,Columnist,"Corruption, Crime",No,Local,Government Officials,Murder,Partial,No,No,"No
"
Motive Confirmed,9-Jan,Francis Nyaruri,Male,Kenya,Weekly Citizen,Kenyan,Radio,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,Yes,Yes,"Yes
"
Motive Confirmed,11-Jan-09,Uma Singh,Female,Nepal,"Janakpur Today, Radio Today ",Nepal,Radio,Broadcast,"Human Rights, Politics",No,Local,Political Group,Murder,No,No,Yes,"No
"
Motive Confirmed,8-Jan-09,Lasantha Wickramatunga,Male,Sri Lanka,The Sunday Leader,Sri Lanka,Print,Editor,"Human Rights, Politics, War",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,7-Jan-09,Basil Ibrahim Faraj,Male,Israel and the Occupied Palestinian Territory,Palestinian Media and Communication Company,Palestinian,Television,Camera Operator,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,4-Jan-09,Tahir Awan,Male,Pakistan,freelance,Pakistan,Print,Print Reporter,War,Yes,Local,Political Group,Dangerous Assignment,,,,"
"
Motive Confirmed,4-Jan-09,Mohammad Imran,Male,Pakistan,Express TV,Pakistan,Television,Camera Operator,War,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,1-Jan-09,Hassan Mayow Hassan,Male,Somalia,Radio Shabelle,Somalia,Radio,Broadcast,"Human Rights, War",No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,25-Nov-08,Vikas Ranjan,Male,India,Hindustan,India,Print,Print Reporter,Corruption,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,13-Nov-08,Armando Rodríguez Carreón,Male,Mexico,El Diario de Ciudad Juárez,Mexico,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,3-Nov-08,Abdul Razzak Johra,Male,Pakistan,Royal TV,Pakistan,Television,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,23-Oct-08,Ivo Pukanic,Male,Croatia,Nacional,Croatia,Print,Publisher,"Corruption, Crime, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
"
Motive Confirmed,6-Oct-08,Rashmi Mohamed,Male,Sri Lanka,Sirasa TV ,Sri Lanka,Television,Broadcast,"Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,27-Sep-08,Jaruek Rangcharoen,Male,Thailand,Matichon,Thailand,Print,Print Reporter,Corruption,No,Local,Political Group,Murder,Yes,No,No,"No
"
Motive Confirmed,24-Sep-08,Alejandro Zenón Fonseca Estrada,Male,Mexico,EXA FM ,Mexico,Radio,Columnist,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,13-Sep-08,Musab Mahmood al-Ezawi,Male,Iraq,Al-Sharqiya ,Iraq,Television,Broadcast,Culture,No,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,13-Sep-08,Ahmed Salim,Male,Iraq,Al-Sharqiya ,Iraq,Television,Camera Operator,Culture,No,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,13-Sep-08,Ihab Mu'd,Male,Iraq,Al-Sharqiya ,Iraq,Television,Camera Operator,Culture,No,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,2-Sep-08,Telman (Abdulla) Alishayev,Male,Russia,TV-Chirkei ,Russia,Television,Columnist,Culture,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,31-Aug-08,Magomed Yevloyev,Male,Russia,Ingushetiya,Russia,Internet,Publisher,"Corruption, Human Rights, Politics, War",No,Local,Government Officials,Murder,Yes,Yes,Yes,"No
"
Motive Confirmed,29-Aug-08,Abdul Aziz Shaheen,Male,Pakistan,Azadi ,Pakistan,Print,Print Reporter,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,Yes,No,"No
"
Motive Confirmed,21-Aug-08,Chalee Boonsawat,Male,Thailand,Thai Rath,Thailand,Print,Print Reporter,War,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,13-Aug-08,Javed Ahmed Mir,Male,India,Channel 9,India,Television,Camera Operator,Politics,No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,12-Aug-08,Stan Storimans,Male,Georgia,RTL Nieuws,Netherlands,Television,Camera Operator,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,10-Aug-08,Alexander Klimchuk,Male,Georgia,Caucasus Images,Georgia,Internet,Photographer,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,10-Aug-08,Grigol Chikhladze,Male,Georgia,Caucasus Images ,Georgia,Internet,Print Reporter,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,9-Aug-08,Dennis Cuesta,Male,Philippines,DXMD ,Philippines,Radio,Columnist,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,7-Aug-08,Martin Roxas,Male,Philippines,DYVR,Philippines,Radio,Columnist,Politics,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,1-Aug-08,Athiwat Chaiyanurat,Male,Thailand,"Matichon, Channel 7",Thailand,Television,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,21-Jul-08,Soran Mama Hama,Male,Iraq,Livin,Iraq,Print,Print Reporter,"Corruption, Crime, Human Rights",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,11-Jul-08,Khem Sambo,Male,Cambodia,Moneaseka Khmer,Cambodia,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,17-Jun-08,Mohieldin Al Naqeeb,Male,Iraq,Al-Iraqya,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,"June 7 or 8, 2008",Abdul Samad Rohani,Male,Afghanistan,BBC and Pajhwok Afghan News ,Afghanistan,Radio,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,7-Jun-08,Nasteh Dahir Farah,Male,Somalia,freelance ,Somalia,Radio,Print Reporter,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,28-May-08,Paranirupasingham Devakumar,Male,Sri Lanka,News 1st ,Sri Lanka,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,22-May-08,Haidar al-Hussein,Male,Iraq,Al-Sharq,Iraq,Print,Print Reporter,"Politics, War",No,Local,Political Group,Murder,Yes,Yes,Yes,"Yes
"
Motive Confirmed,22-May-08,Mohammed Ibrahim,Male,Pakistan,Express TV and Daily Express,Pakistan,Television,Broadcast,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,21-May-08,Wissam Ali Ouda,Male,Iraq,Al-Afaq ,Iraq,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,11-May-08,Ashok Sodhi,Male,India,Daily Excelsior,India,Print,Photographer,,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,4-May-08,Sarwa Abdul-Wahab,Female,Iraq,freelance ,Iraq,Internet,Internet Reporter,"Politics, War",Yes,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,25-Apr-08,Jassim al-Batat,Male,Iraq,Al-Nakhil TV and Radio ,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,16-Apr-08,Fadel Shana,Male,Israel and the Occupied Palestinian Territory,Reuters,Palestinian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,1-Apr-08,Mohammed Muslimuddin,Male,India,Asomiya Pratidin,India,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,29-Mar-08,Carlos Quispe Quispe,Male,Bolivia,Radio Municipal  ,Bolivia,Radio,Broadcast,Politics,No,Local,Mob Violence,Murder,Yes,No,No,"No
"
Motive Confirmed,29-Feb-08,Siraj Uddin,Male,Pakistan,The Nation,Pakistan,Print,Print Reporter,,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,27-Feb-08,Shihab al-Tamimi,Male,Iraq,Iraq Journalists Syndicate,Iraq,Television,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,9-Feb-08,Chishti Mujahid,Male,Pakistan,Akbar-e-Jehan,Pakistan,Print,Columnist,"Corruption, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,29-Jan-08,Alaa Abdul-Karim al-Fartoosi,Male,Iraq,Al-Forat ,Iraq,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
