State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
South Carolina,1998,5.2,10.0,15.1,103.6,3.9,3.9
South Dakota,1998,2.1,1.0,3,20.2,5.9,0.7
Tennessee,1998,3.2,13.3,16.5,167.3,6.1,5.5
Texas,1998,14.4,69.3,83.7,645.7,6.4,20.0
All states combined,1998,483.1,800.4,"1,283.60","9,062.80",4.5,274.6
Utah,1998,3.4,9.4,12.8,62.3,6.2,2.1
Vermont,1998,2.1,0.6,2.7,16.1,3.4,0.6
Virginia,1998,10.8,18.2,29,233.1,5.2,6.9
Washington,1998,10.3,24.7,35,210.2,6.4,5.7
West Virginia,1998,3.4,3.5,6.9,40.1,1.6,1.8
Rhode Island,1998,5.4,1.1,6.5,30.7,4.1,1.0
Montana,1998,2.3,1.2,3.4,20.4,4.4,0.9
Wisconsin,1998,10.7,12.5,23.2,162.5,3.8,5.3
Mississippi,1998,2.7,4.9,7.6,61,2.6,2.8
Alaska,1998,3.8,3.6,7.4,24.2,-2.6,0.6
Arizona,1998,2.8,19.2,22,143.4,8.7,4.8
Arkansas,1998,2.4,3.7,6.1,62.4,2.5,2.6
California,1998,50.3,111.2,161.5,"1,147.80",6.7,33.0
Colorado,1998,3.6,17.3,20.9,150.4,9.2,4.1
Connecticut,1998,17.7,4.8,22.5,145.5,2.9,3.4
Delaware,1998,3.8,1.2,5,36.8,10.0,0.8
District of Columbia,1998,0.0,4.8,4.8,54.9,2.0,0.6
Florida,1998,17.0,54.8,71.8,430.1,5.2,15.3
Georgia,1998,6.0,19.4,25.4,264.9,7.2,7.8
Hawaii,1998,5.7,2.1,7.8,37.6,-2.4,1.2
Idaho,1998,1.9,1.0,2.9,31,4.8,1.2
Illinois,1998,25.3,33.5,58.9,436.2,3.1,12.2
Indiana,1998,6.7,9.4,16.1,184.6,6.1,6.0
Iowa,1998,2.0,4.5,6.5,84.5,0.8,2.9
Kansas,1998,1.4,7.9,9.3,78.5,3.6,2.6
Kentucky,1998,6.8,14.1,20.9,109.7,3.1,4.0
Louisiana,1998,7.1,9.6,16.7,120.4,3.4,4.4
Maine,1998,3.5,1.8,5.3,32.2,2.8,1.3
Maryland,1998,10.5,12.8,23.3,170,4.8,5.2
Massachusetts,1998,32.8,13.5,46.3,249.2,4.0,6.3
Michigan,1998,16.1,22.8,39,312.6,2.3,9.8
Minnesota,1998,5.3,21.5,26.9,166.3,5.2,4.8
Alabama,1998,4.2,9.1,13.2,109.4,3.4,4.4
Wyoming,1999,1.0,1.3,2.3,15.7,3.8,0.5
Wisconsin,1999,11.2,13.4,24.6,172.3,4.2,5.3
Washington,1999,11.1,26.1,37.2,230.6,7.3,5.8
Massachusetts,1999,35.8,14.5,50.3,264.8,5.3,6.3
Maryland,1999,11.2,12.7,23.9,180.2,3.9,5.2
Maine,1999,3.9,1.7,5.6,34.4,4.9,1.3
Louisiana,1999,7.2,10.2,17.3,126,2.0,4.4
Kentucky,1999,7.4,15.1,22.5,115.3,3.1,4.0
Kansas,1999,1.5,8.3,9.7,81.9,2.5,2.7
Iowa,1999,2.5,4.7,7.2,87.7,2.1,2.9
Indiana,1999,7.1,11.4,18.5,193.1,3.3,6.0
Illinois,1999,26.6,36.3,62.9,459.3,3.6,12.3
Idaho,1999,2.0,1.1,3.1,34.1,9.6,1.3
Michigan,1999,16.2,27.9,44.1,337.6,5.7,9.9
Hawaii,1999,5.4,2.2,7.7,39.3,1.5,1.2
Florida,1999,17.8,57.9,75.7,458.3,4.5,15.6
District of Columbia,1999,0.0,4.9,4.9,58.8,4.3,0.6
Delaware,1999,3.7,1.2,4.9,40.4,8.3,0.8
Connecticut,1999,17.5,4.7,22.2,152.3,3.0,3.4
Colorado,1999,4.1,18.0,22.1,164.2,7.6,4.2
California,1999,54.0,114.4,168.3,"1,247.10",7.6,33.4
Arkansas,1999,2.5,4.4,6.9,66.8,5.3,2.6
Arizona,1999,2.7,20.2,22.9,155.3,8.2,5.0
Alaska,1999,3.9,3.5,7.4,24.7,-1.1,0.6
Alabama,1999,4.5,9.8,14.3,115,3.7,4.4
Georgia,1999,6.3,20.0,26.3,289,7.1,8.0
West Virginia,1999,3.7,3.4,7.1,41.8,3.3,1.8
Minnesota,1999,5.5,21.4,26.9,174.7,3.5,4.9
Missouri,1999,8.9,8.7,17.6,177.4,2.7,5.5
Virginia,1999,11.9,18.5,30.4,249.8,4.7,7.0
Vermont,1999,2.1,0.7,2.8,17.2,5.5,0.6
Utah,1999,3.8,9.2,12.9,66,4.1,2.2
All states combined,1999,510.5,858.8,"1,369.30","9,630.70",4.8,278.0
Texas,1999,14.7,75.8,90.6,681.3,4.0,20.4
Tennessee,1999,3.3,14.1,17.4,175.8,3.0,5.6
South Dakota,1999,2.1,0.9,3,21.1,4.0,0.7
South Carolina,1999,5.1,10.5,15.6,110.3,4.6,4.0
Rhode Island,1999,5.5,1.2,6.6,32.3,3.3,1.0
Pennsylvania,1999,17.7,51.8,69.5,389.7,3.0,12.2
Mississippi,1999,3.2,5.4,8.6,63.8,2.7,2.8
Oregon,1999,5.7,8.6,14.3,107.5,2.2,3.4
Ohio,1999,15.0,21.5,36.5,376,2.3,11.3
North Dakota,1999,1.3,1.1,2.5,17,0.1,0.6
North Carolina,1999,8.2,19.2,27.4,264.1,5.6,7.9
New York,1999,76.6,94.9,171.4,793.7,5.2,18.9
New Mexico,1999,3.2,4.0,7.2,53.1,5.4,1.8
New Jersey,1999,27.9,20.0,47.9,336.7,3.5,8.3
New Hampshire,1999,5.4,1.3,6.8,41.9,2.8,1.2
Nevada,1999,3.0,9.3,12.3,71.5,6.7,1.9
Nebraska,1999,1.8,4.5,6.3,53.7,2.2,1.7
Montana,1999,2.4,1.2,3.6,20.8,0.4,0.9
Oklahoma,1999,5.6,5.6,11.2,84.1,1.6,3.4
Wyoming,2000,1.2,1.1,2.4,17.2,3.3,0.5
Mississippi,2000,3.2,5.3,8.5,65.6,0.6,2.8
West Virginia,2000,3.7,3.4,7.1,42.6,-0.2,1.8
Massachusetts,2000,39.0,16.2,55.2,289.9,8.4,6.4
Maryland,2000,11.4,12.5,23.8,192.1,4.2,5.3
Maine,2000,4.1,1.8,5.8,36.8,4.6,1.3
Louisiana,2000,7.8,10.2,18,132.8,-2.9,4.5
Kentucky,2000,7.8,15.7,23.4,114.3,-2.7,4.0
Kansas,2000,1.9,8.5,10.4,85.9,2.5,2.7
Iowa,2000,2.4,4.9,7.3,93,4.7,2.9
Indiana,2000,7.9,12.0,19.9,203.1,3.6,6.1
Illinois,2000,28.8,38.7,67.6,487.2,4.0,12.4
Idaho,2000,2.3,1.2,3.4,38,11.4,1.3
Michigan,2000,19.4,27.8,47.2,351.6,2.1,10.0
Hawaii,2000,5.6,2.3,7.9,41.5,2.2,1.2
Florida,2000,18.2,60.3,78.5,489.5,4.2,16.0
District of Columbia,2000,0.0,5.1,5.1,61.1,0.7,0.6
Delaware,2000,3.3,1.3,4.6,43.4,4.2,0.8
Connecticut,2000,18.5,5.0,23.5,165.9,7.0,3.4
Colorado,2000,4.4,18.8,23.2,180.6,7.6,4.3
California,2000,57.2,120.7,177.9,"1,366.60",8.1,34.0
Arkansas,2000,2.7,5.1,7.8,68.8,1.0,2.7
Arizona,2000,3.1,20.5,23.6,164.6,4.9,5.2
Alaska,2000,4.2,3.1,7.3,26.8,-3.0,0.6
Alabama,2000,5.3,11.5,16.8,119.2,1.6,4.5
Georgia,2000,7.1,22.9,29.9,307.6,4.1,8.2
Wisconsin,2000,11.5,14.1,25.6,180.5,3.0,5.4
Minnesota,2000,5.6,21.8,27.4,190,6.6,4.9
Montana,2000,2.6,1.2,3.8,21.9,2.5,0.9
Washington,2000,11.7,27.0,38.7,237.8,0.6,5.9
Virginia,2000,12.0,19.5,31.5,266.9,4.2,7.1
Vermont,2000,2.2,0.7,2.8,18.3,5.4,0.6
Utah,2000,3.9,8.5,12.4,70.3,3.6,2.2
All states combined,2000,547.9,903.9,"1,451.80","10,252.30",4.1,282.2
Texas,2000,19.2,80.9,100.2,738.9,3.4,20.9
Tennessee,2000,3.3,15.1,18.4,181.6,1.2,5.7
South Dakota,2000,2.3,1.0,3.3,22.7,6.9,0.8
South Carolina,2000,7.1,11.6,18.7,115.2,2.7,4.0
Rhode Island,2000,5.7,1.2,6.9,34.5,4.8,1.1
Missouri,2000,9.8,9.5,19.3,187.3,3.2,5.6
Pennsylvania,2000,18.6,54.7,73.3,407.7,2.6,12.3
Oklahoma,2000,5.7,5.7,11.4,90.8,3.7,3.5
Ohio,2000,18.1,24.0,42.1,391.1,2.0,11.4
North Dakota,2000,1.5,1.3,2.8,18,3.8,0.6
North Carolina,2000,9.3,19.8,29.1,275.7,3.0,8.1
New York,2000,78.6,98.9,177.5,838.7,3.8,19.0
New Mexico,2000,3.6,4.0,7.7,55.2,1.8,1.8
New Jersey,2000,28.9,21.4,50.3,362,5.4,8.4
New Hampshire,2000,5.5,1.5,7,45.2,6.9,1.2
Nevada,2000,3.0,10.2,13.2,76.6,4.0,2.0
Nebraska,2000,1.7,5.0,6.6,56.5,3.7,1.7
Oregon,2000,6.2,9.4,15.6,117.3,8.6,3.4
Wisconsin,2001,12.2,14.8,27,187.9,1.3,5.4
Wyoming,2001,1.3,1.1,2.5,18.7,5.5,0.5
West Virginia,2001,4.1,3.5,7.6,44,-0.1,1.8
Maryland,2001,11.7,12.9,24.6,205.5,3.9,5.4
Maine,2001,4.2,1.9,6.1,38.5,1.8,1.3
Louisiana,2001,8.0,11.0,19,137.8,1.1,4.5
Kentucky,2001,8.3,17.8,26.2,117.4,-0.1,4.1
Kansas,2001,2.2,9.3,11.5,88.4,-0.1,2.7
Iowa,2001,2.5,5.4,7.9,94.8,-1.2,2.9
Indiana,2001,8.5,13.3,21.8,204.6,-1.9,6.1
Illinois,2001,30.2,42.5,72.7,502.3,0.4,12.5
Idaho,2001,2.3,1.3,3.6,37.4,-2.7,1.3
Hawaii,2001,5.3,2.6,7.9,42.9,-0.7,1.2
Georgia,2001,7.5,24.5,32,318.8,0.9,8.4
Florida,2001,18.6,65.2,83.8,516.7,2.5,16.4
District of Columbia,2001,0.0,5.2,5.2,65.6,3.8,0.6
Delaware,2001,3.9,1.4,5.3,46.4,4.9,0.8
Connecticut,2001,19.0,6.0,25,173.1,1.8,3.4
Colorado,2001,4.9,20.0,25,187.6,1.6,4.4
California,2001,62.3,129.6,191.9,"1,384.10",-0.4,34.5
Arkansas,2001,2.8,5.4,8.3,70.6,-0.3,2.7
Arizona,2001,3.7,21.4,25.1,171.5,2.3,5.3
Alaska,2001,4.5,3.2,7.7,28.4,3.7,0.6
Alabama,2001,5.6,12.1,17.7,122.4,-0.1,4.5
Massachusetts,2001,42.1,18.2,60.3,296.8,0.8,6.4
Michigan,2001,20.1,30.1,50.2,348.5,-3.3,10.0
Minnesota,2001,5.6,23.7,29.3,194.6,0.0,5.0
Oklahoma,2001,6.0,5.9,11.9,96.8,3.7,3.5
Virginia,2001,13.0,20.6,33.5,284,3.6,7.2
Vermont,2001,2.3,0.7,3,19.3,3.0,0.6
Utah,2001,4.0,8.5,12.5,73.2,1.5,2.3
All states combined,2001,576.6,974.3,"1,550.90","10,581.80",1.0,285.1
Texas,2001,16.8,89.9,106.7,773,2.4,21.3
Tennessee,2001,3.4,16.3,19.7,185.8,-0.2,5.8
South Dakota,2001,2.2,1.1,3.3,23.5,1.2,0.8
South Carolina,2001,9.6,12.2,21.7,119.3,0.4,4.1
Rhode Island,2001,5.8,1.3,7.2,36,1.5,1.1
Pennsylvania,2001,19.2,58.8,78,425,1.4,12.3
Oregon,2001,6.4,10.3,16.7,117.3,-0.8,3.5
Washington,2001,12.6,29.5,42.1,239.4,-2.3,6.0
Ohio,2001,18.7,27.7,46.4,395.6,-1.4,11.4
North Dakota,2001,1.5,1.2,2.8,18.9,1.7,0.6
North Carolina,2001,10.0,21.1,31.1,288.7,1.8,8.2
New York,2001,80.4,103.1,183.5,877.1,2.2,19.1
New Mexico,2001,4.3,4.1,8.4,56,0.1,1.8
New Jersey,2001,29.7,23.4,53.2,373.8,0.7,8.5
New Hampshire,2001,5.6,1.7,7.3,46.6,1.3,1.3
Nevada,2001,3.4,11.2,14.6,80.4,1.2,2.1
Nebraska,2001,1.8,5.3,7.1,59.5,2.1,1.7
Montana,2001,2.7,1.2,4,22.9,0.9,0.9
Missouri,2001,11.4,10.5,21.9,191.2,-0.7,5.6
Mississippi,2001,3.8,5.5,9.4,67,-1.1,2.9
Alaska,2002,5.3,3.3,8.6,29.6,4.7,0.6
Alabama,2002,6.4,12.7,19.1,127.8,2.9,4.5
Wisconsin,2002,14.9,15.5,30.3,194.8,2.1,5.4
Nevada,2002,3.7,12.1,15.8,84.7,3.2,2.2
New Hampshire,2002,5.4,1.8,7.2,48.7,2.8,1.3
New Jersey,2002,32.1,25.5,57.6,388.3,2.2,8.5
New Mexico,2002,4.5,4.1,8.6,58.1,3.1,1.9
New York,2002,88.0,107.3,195.3,886.8,-0.9,19.2
North Carolina,2002,11.1,22.3,33.5,298.1,1.3,8.3
North Dakota,2002,1.7,1.2,2.9,20.2,5.4,0.6
Ohio,2002,20.0,31.3,51.3,412,2.6,11.4
Oklahoma,2002,6.5,6,12.5,99.2,1.8,3.5
Oregon,2002,7.7,11.2,18.8,121.2,2.2,3.5
Nebraska,2002,2.2,5.7,7.9,61.6,1.8,1.7
Pennsylvania,2002,21.0,62.8,83.8,437,1.0,12.3
South Carolina,2002,10.1,12.7,22.8,124.2,2.4,4.1
South Dakota,2002,2.3,1.1,3.5,26.3,10.8,0.8
Tennessee,2002,3.6,17.5,21.1,195.3,3.4,5.8
Texas,2002,20.4,98.8,119.2,787.3,1.9,21.7
All states combined,2002,636.8,"1,044.60","1,681.40","10,936.40",1.7,287.8
Utah,2002,4.7,8.5,13.2,76,1.9,2.3
Vermont,2002,2.5,0.7,3.2,20.2,3.1,0.6
Virginia,2002,13.8,21.6,35.4,293.3,1.0,7.3
Washington,2002,13.6,32,45.6,248.2,1.7,6.1
West Virginia,2002,4.5,3.6,8.1,45.4,1.3,1.8
Rhode Island,2002,5.9,1.5,7.3,38.1,3.7,1.1
Montana,2002,2.8,1.2,4,23.9,2.8,0.9
Wyoming,2002,1.3,1.1,2.4,19.1,2.2,0.5
Mississippi,2002,4.2,5.8,9.9,68.9,1.1,2.9
Arizona,2002,4.3,22.3,26.6,179.4,3.1,5.5
Arkansas,2002,3.0,5.8,8.8,74,3.3,2.7
California,2002,71.2,138.4,209.7,"1,436.40",2.4,34.9
Colorado,2002,7.2,21.3,28.5,191,0.2,4.5
Connecticut,2002,20.8,7,27.8,176.2,-0.1,3.4
Delaware,2002,4.0,1.5,5.5,45.8,-3.5,0.8
Missouri,2002,12.7,11.6,24.2,196.6,1.0,5.7
Florida,2002,20.3,70.1,90.3,548.5,4.0,16.7
Georgia,2002,8.2,26.1,34.3,326.9,0.8,8.6
Hawaii,2002,5.7,2.8,8.4,45.4,3.4,1.2
Idaho,2002,2.5,1.4,4,38.7,2.5,1.3
District of Columbia,2002,0.0,5.4,5.4,70.1,3.0,0.6
Indiana,2002,9.5,14.6,24.1,212.4,2.5,6.1
Iowa,2002,3.7,5.8,9.5,99,2.8,2.9
Kansas,2002,2.3,10.2,12.5,90.9,1.5,2.7
Kentucky,2002,7.2,20,27.1,122.2,2.5,4.1
Louisiana,2002,9.2,11.8,21,139.5,2.0,4.5
Maine,2002,4.3,2,6.3,40.2,2.5,1.3
Maryland,2002,12.3,13.4,25.7,218.3,3.9,5.4
Massachusetts,2002,45.2,20.1,65.3,304,0.7,6.4
Michigan,2002,21.9,32.4,54.3,362.3,2.7,10.0
Minnesota,2002,6.4,25.6,32,202.8,2.6,5.0
Illinois,2002,34.8,46.2,80.9,514.1,0.6,12.6
Rhode Island,2003,6.2,1.6,7.8,40.3,3.7,1.1
Pennsylvania,2003,24.3,66.6,90.9,455.1,2.2,12.4
Oregon,2003,7.5,12.7,20.2,127.2,4.2,3.6
Oklahoma,2003,6.7,6.2,12.9,105.2,1.5,3.5
New Mexico,2003,4.6,4.2,8.8,62.9,3.8,1.9
North Dakota,2003,1.6,1.4,3,22.1,6.2,0.6
North Carolina,2003,12.1,23.1,35.2,309.3,2.3,8.4
New York,2003,91.6,115.4,207,905.3,0.3,19.2
Ohio,2003,21.1,33.5,54.6,424.9,1.5,11.4
South Carolina,2003,11.0,13.8,24.7,130.3,3.5,4.1
Alaska,2003,5.8,3.1,8.9,31.8,-1.7,0.7
Tennessee,2003,3.5,19.2,22.7,203.8,3.0,5.9
Texas,2003,14.6,111.1,125.8,829.8,0.6,22.1
All states combined,2003,697.9,"1,120.80","1,818.70","11,458.20",2.9,290.3
Utah,2003,5.1,8.9,14,79.1,2.0,2.4
Vermont,2003,2.5,0.8,3.3,21.1,3.5,0.6
Virginia,2003,13.5,23.2,36.7,310,3.8,7.4
Washington,2003,14.6,33.3,47.9,258.3,1.9,6.1
West Virginia,2003,4.3,3.5,7.8,46.7,0.1,1.8
Wisconsin,2003,14.8,16.5,31.3,203.1,2.9,5.5
Wyoming,2003,1.1,1,2.1,21,2.5,0.5
New Jersey,2003,33.6,27,60.6,405.2,2.6,8.6
South Dakota,2003,2.6,1.2,3.8,27.4,2.1,0.8
New Hampshire,2003,5.6,2,7.6,51.4,4.4,1.3
Kentucky,2003,7.1,20.5,27.6,127,2.3,4.1
Nebraska,2003,2.1,6.3,8.4,66.4,5.6,1.7
California,2003,95.2,151.7,246.9,"1,527.30",4.7,35.3
Colorado,2003,8.9,22.6,31.6,196.5,0.7,4.5
Connecticut,2003,22.5,7.5,30,181.3,1.0,3.5
Delaware,2003,4.4,1.7,6.1,47.8,2.0,0.8
District of Columbia,2003,0.0,6,6,74.1,2.0,0.6
Florida,2003,22.0,76.6,98.6,583.7,4.4,17.0
Georgia,2003,8.9,26.1,35,340.4,2.6,8.7
Hawaii,2003,5.7,3.1,8.7,48.9,5.1,1.2
Idaho,2003,2.6,1.5,4.1,40.3,2.8,1.4
Illinois,2003,46.7,49.9,96.6,529.5,1.2,12.6
Nevada,2003,3.6,13.2,16.8,90.8,5.0,2.2
Indiana,2003,11.9,15.6,27.4,223.5,3.8,6.2
Kansas,2003,2.5,10.8,13.3,94.6,1.7,2.7
Louisiana,2003,9.8,11.9,21.6,154.4,3.8,4.5
Maine,2003,4.4,2.2,6.6,41.8,2.2,1.3
Maryland,2003,13.0,13.8,26.7,228.7,2.6,5.5
Massachusetts,2003,48.5,21,69.5,315.3,2.5,6.5
Michigan,2003,22.5,34.5,57,373.8,2.0,10.1
Minnesota,2003,7.2,26.3,33.5,215.2,4.5,5.0
Mississippi,2003,4.2,5.8,10,73.3,4.1,2.9
Missouri,2003,13.9,12.9,26.7,204,2.0,5.7
Montana,2003,2.9,1.2,4.1,25.6,4.0,0.9
Iowa,2003,4.3,6.1,10.4,105.1,4.2,2.9
Arkansas,2003,3.3,6.2,9.5,78.2,3.9,2.7
Arizona,2003,5.6,22.7,28.2,192.8,6.4,5.6
Alabama,2003,6.3,14,20.2,133.7,2.6,4.5
Arizona,2004,6.8,23.1,29.8,205.4,4.2,5.8
Mississippi,2004,4.4,5.9,10.3,77.2,2.1,2.9
Minnesota,2004,6.7,27,33.7,230.3,4.1,5.1
Michigan,2004,25.0,36.6,61.7,381.2,0.1,10.1
Massachusetts,2004,57.2,21.9,79.1,330.7,2.6,6.5
Maryland,2004,15.2,14.2,29.4,246.8,5.1,5.5
Maine,2004,4.6,2.3,6.9,44.5,3.5,1.3
Louisiana,2004,10.2,12,22.2,169.9,4.7,4.5
Kentucky,2004,8.1,21,29.1,134.2,2.7,4.1
Kansas,2004,4.6,11.5,16.1,97.7,0.3,2.7
Iowa,2004,4.9,6.5,11.3,116.7,8.1,2.9
Indiana,2004,14.7,16.5,31.2,236.9,3.4,6.2
Illinois,2004,48.7,53.6,102.3,558.7,2.7,12.6
Idaho,2004,2.4,1.6,4,43.7,5.6,1.4
Hawaii,2004,5.7,3.4,9.1,53.8,6.7,1.3
Georgia,2004,8.7,26.2,34.8,364.3,4.6,8.9
Florida,2004,26.8,83.1,109.9,635.5,5.8,17.4
District of Columbia,2004,0.0,6.5,6.5,80.5,5.1,0.6
Delaware,2004,4.2,1.9,6.1,51.4,4.7,0.8
Connecticut,2004,22.9,7.9,30.9,198.7,6.7,3.5
Colorado,2004,10.0,24,33.9,204,0.9,4.6
California,2004,105.5,164.9,270.4,"1,632.20",4.2,35.6
Arkansas,2004,3.7,6.7,10.4,84.6,4.8,2.7
Alaska,2004,5.7,2.9,8.6,35,3.8,0.7
Alabama,2004,6.4,15.3,21.6,146.5,6.4,4.5
Missouri,2004,16.2,14.2,30.4,214.2,2.2,5.8
Montana,2004,3.0,1.2,4.3,27.9,4.5,0.9
Rhode Island,2004,6.5,1.7,8.2,43.2,4.5,1.1
Nebraska,2004,1.9,6.9,8.8,70.3,2.3,1.7
Wyoming,2004,0.9,0.9,1.8,23.2,3.0,0.5
West Virginia,2004,4.6,3.5,8.1,49.3,1.4,1.8
Washington,2004,15.8,34.6,50.4,270.1,1.8,6.2
Virginia,2004,15.4,24.7,40.1,332.3,4.6,7.5
Vermont,2004,2.5,0.8,3.3,22.7,5.0,0.6
Utah,2004,5.0,9.3,14.3,85.7,5.2,2.4
All states combined,2004,779.5,"1,197.00","1,976.60","12,213.70",3.8,293.0
Texas,2004,23.3,123.5,146.8,906.3,5.2,22.4
Tennessee,2004,3.6,20.9,24.4,218,4.6,5.9
South Dakota,2004,2.6,1.2,3.8,29.6,4.2,0.8
South Carolina,2004,11.9,14.8,26.7,135.2,1.3,4.2
Wisconsin,2004,17.7,17.6,35.3,215.1,3.3,5.5
Pennsylvania,2004,26.0,70.4,96.4,481.7,2.8,12.4
Oregon,2004,10.5,14.3,24.8,136.2,5.0,3.6
Oklahoma,2004,7.0,6.3,13.3,113.1,3.3,3.5
Ohio,2004,21.8,35.7,57.6,445.5,2.2,11.5
North Dakota,2004,1.7,1.5,3.1,23.2,1.0,0.6
North Carolina,2004,14.1,23.9,38,328,3.8,8.5
New York,2004,97.9,123.5,221.4,955.2,2.5,19.3
New Mexico,2004,5.4,4.3,9.7,69.7,7.4,1.9
New Jersey,2004,40.6,28.5,69.1,422.9,1.6,8.6
New Hampshire,2004,6.5,2.2,8.8,54.1,3.1,1.3
Nevada,2004,3.8,14.2,18.1,104.4,11.5,2.3
Pennsylvania,2005,27.6,72.9,100.5,505.6,1.7,12.4
Oregon,2005,10.5,15.4,25.9,143.7,3.7,3.6
Oklahoma,2005,7.5,6.9,14.4,124.6,4.1,3.5
Ohio,2005,23.2,37.5,60.7,465.8,1.8,11.5
New Jersey,2005,42.3,30.6,72.9,440.8,1.2,8.6
North Carolina,2005,15.8,25.1,40.9,352.4,4.8,8.7
New York,2005,102.6,130.3,232.9,"1,015.10",3.4,19.3
New Mexico,2005,5.9,4.6,10.4,73.7,1.2,1.9
Rhode Island,2005,6.8,1.9,8.7,45.2,1.4,1.1
North Dakota,2005,1.7,1.6,3.3,24.4,3.0,0.6
South Carolina,2005,13.4,16.5,29.9,142.6,2.7,4.3
Vermont,2005,2.8,0.8,3.6,23.5,1.3,0.6
Tennessee,2005,3.6,22.2,25.8,228.1,2.0,6.0
Texas,2005,18.2,133.9,152.1,986.4,2.7,22.8
All states combined,2005,810.9,"1,274.20","2,085.00","13,036.60",3.5,295.8
Utah,2005,5.3,9.6,14.8,94.2,6.3,2.5
Arizona,2005,8.0,24.8,32.8,228.2,8.1,6.0
Virginia,2005,16.9,27.6,44.5,360.3,5.5,7.6
Washington,2005,17.0,36,53,296.1,6.6,6.3
West Virginia,2005,5.1,3.4,8.5,53.3,2.9,1.8
Wisconsin,2005,18.8,18.2,36.9,225.7,2.4,5.5
New Hampshire,2005,6.9,2.4,9.3,56.4,1.4,1.3
Wyoming,2005,0.9,1,1.9,27.2,5.0,0.5
South Dakota,2005,2.6,1.3,3.8,30.7,2.4,0.8
Nevada,2005,4.1,14.6,18.7,117.9,8.4,2.4
Kansas,2005,5.1,12.4,17.6,103.9,3.7,2.7
Montana,2005,3.9,1.4,5.4,30.5,4.8,0.9
Arkansas,2005,4.3,6.9,11.2,89.6,3.4,2.8
Alaska,2005,5.8,3,8.8,39.8,3.0,0.7
Colorado,2005,12.7,26.7,39.4,219.9,4.2,4.7
Connecticut,2005,23.2,8,31.2,208.8,2.3,3.5
Delaware,2005,4.4,1.9,6.2,52.2,-1.2,0.8
District of Columbia,2005,0.0,6.7,6.7,85.3,2.2,0.6
Florida,2005,28.3,85,113.3,696.7,6.5,17.8
Georgia,2005,9.2,29.7,39,386.8,3.8,9.1
Hawaii,2005,5.8,3.4,9.3,58.7,5.6,1.3
Idaho,2005,2.4,1.6,4,48,8.1,1.4
Illinois,2005,51.3,55.4,106.7,586.7,1.9,12.7
Indiana,2005,14.9,17.2,32.1,243.7,0.3,6.3
Iowa,2005,4.9,6.7,11.6,122.2,3.0,2.9
California,2005,107.4,179.4,286.8,"1,753.90",4.6,35.8
Kentucky,2005,8.6,21.6,30.2,142.6,3.3,4.2
Louisiana,2005,11.5,13.3,24.8,197.6,6.0,4.5
Maine,2005,4.6,2.3,7,45.9,0.2,1.3
Maryland,2005,15.2,14.3,29.5,265.9,4.8,5.6
Massachusetts,2005,60.0,22,82,345.6,1.9,6.5
Michigan,2005,24.4,42.7,67,394.2,1.5,10.1
Minnesota,2005,7.3,29,36.3,242.9,2.7,5.1
Mississippi,2005,4.3,5.9,10.2,81,1.7,2.9
Missouri,2005,16.2,15.1,31.3,223.5,1.7,5.8
Nebraska,2005,1.7,6.8,8.6,74,3.3,1.8
Alabama,2005,6.3,16.3,22.5,156,3.3,4.5
Wisconsin,2006,19.9,19,38.8,235.7,1.6,5.6
Alaska,2006,6.3,3.2,9.4,44.4,7.7,0.7
Nevada,2006,4.1,16.5,20.6,127.6,3.9,2.5
New Hampshire,2006,7.4,2.5,10,59.4,2.5,1.3
New Jersey,2006,50.2,31.5,81.7,464.5,2.1,8.6
New Mexico,2006,6.3,4.4,10.7,77.4,2.5,1.9
New York,2006,105.3,136.1,241.4,"1,071.40",2.5,19.4
North Carolina,2006,17.7,26.2,43.9,383.5,6.2,8.9
North Dakota,2006,1.8,1.7,3.5,26.1,4.0,0.6
Ohio,2006,24.7,39,63.7,477.2,-0.5,11.5
Oklahoma,2006,8.1,7.1,15.2,137.1,6.7,3.6
Oregon,2006,11.0,15.9,26.9,155.2,6.0,3.7
Nebraska,2006,2.0,7.5,9.5,78.2,2.8,1.8
Pennsylvania,2006,32.1,74.7,106.8,526.4,0.7,12.5
South Carolina,2006,13.7,18.4,32.2,150.7,2.3,4.3
South Dakota,2006,3.1,1.4,4.6,31.9,1.5,0.8
Tennessee,2006,3.8,24.3,28.2,240.2,2.6,6.1
Texas,2006,24.5,143.1,167.6,"1,085.30",6.8,23.4
All states combined,2006,870.0,"1,334.00","2,204.00","13,814.60",2.9,298.6
Utah,2006,5.9,9.4,15.3,106.1,8.8,2.6
Vermont,2006,3.0,0.9,3.9,24.3,0.8,0.6
Virginia,2006,17.6,28.8,46.4,379.1,2.1,7.6
Washington,2006,18.3,38.3,56.7,317.2,3.9,6.4
West Virginia,2006,5.4,3.5,8.9,56.5,1.4,1.8
Rhode Island,2006,7.0,2,8.9,47.7,2.3,1.1
Wyoming,2006,1.0,1,1.9,32.4,13.3,0.5
Montana,2006,4.4,1.4,5.8,32.9,3.7,0.9
Mississippi,2006,4.9,6.3,11.2,85.9,2.6,2.9
Arizona,2006,8.4,26,34.4,248.2,5.4,6.2
Arkansas,2006,4.5,7.3,11.8,94.4,2.2,2.8
California,2006,109.4,191.3,300.7,"1,874.70",4.1,36.0
